gene,fake
SNORD113-4,Gene 27485
SNORD113-5,Gene 27486
SNORD113-6,Gene 27487
SNORD113-7,Gene 27488
SNORD113-8,Gene 27489
SNORD113-9,Gene 27490
SNORD114-1,Gene 27491
SNORD114-11,Gene 27492
SNORD114-13,Gene 27493
SNORD114-17,Gene 27494
SNORD114-19,Gene 27495
SNORD114-2,Gene 27496
SNORD114-24,Gene 27497
SNORD114-27,Gene 27498
SNORD114-29,Gene 27499
SNORD114-3,Gene 27500
SNORD114-30,Gene 27501
SNORD114-31,Gene 27502
SNORD114-4,Gene 27503
SNORD114-7,Gene 27504
SNORD114-8,Gene 27505
SNORD115-48,Gene 27506
SNORD116-13,Gene 27507
SNORD116-2,Gene 27508
SNORD116-27,Gene 27509
SNORD116-29,Gene 27510
SNORD116-4,Gene 27511
SNORD117,Gene 27512
SNORD119,Gene 27513
SNORD11B,Gene 27514
SNORD12,Gene 27515
SNORD121A,Gene 27516
SNORD121B,Gene 27517
SNORD123,Gene 27518
SNORD124,Gene 27519
SNORD125,Gene 27520
SNORD126,Gene 27521
SNORD127,Gene 27522
SNORD12B,Gene 27523
SNORD12C,Gene 27524
SNORD13,Gene 27525
SNORD14A,Gene 27526
SNORD14B,Gene 27527
SNORD15A,Gene 27528
SNORD15B,Gene 27529
SNORD16,Gene 27530
SNORD17,Gene 27531
SNORD18A,Gene 27532
SNORD18B,Gene 27533
SNORD18C,Gene 27534
SNORD19,Gene 27535
SNORD19B,Gene 27536
SNORD1A,Gene 27537
SNORD1B,Gene 27538
SNORD1C,Gene 27539
SNORD2,Gene 27540
SNORD20,Gene 27541
SNORD21,Gene 27542
SNORD22,Gene 27543
SNORD24,Gene 27544
SNORD25,Gene 27545
SNORD26,Gene 27546
SNORD27,Gene 27547
SNORD28,Gene 27548
SNORD30,Gene 27549
SNORD31,Gene 27550
SNORD32A,Gene 27551
SNORD32B,Gene 27552
SNORD33,Gene 27553
SNORD34,Gene 27554
SNORD35A,Gene 27555
SNORD35B,Gene 27556
SNORD36A,Gene 27557
SNORD36B,Gene 27558
SNORD36C,Gene 27559
SNORD37,Gene 27560
SNORD38A,Gene 27561
SNORD38B,Gene 27562
SNORD3A,Gene 27563
SNORD3C,Gene 27564
SNORD3D,Gene 27565
SNORD41,Gene 27566
SNORD42A,Gene 27567
SNORD42B,Gene 27568
SNORD43,Gene 27569
SNORD44,Gene 27570
SNORD45A,Gene 27571
SNORD45B,Gene 27572
SNORD45C,Gene 27573
SNORD46,Gene 27574
SNORD47,Gene 27575
SNORD48,Gene 27576
SNORD49A,Gene 27577
SNORD4A,Gene 27578
SNORD4B,Gene 27579
SNORD5,Gene 27580
SNORD50A,Gene 27581
SNORD50B,Gene 27582
SNORD51,Gene 27583
SNORD52,Gene 27584
SNORD53,Gene 27585
SNORD54,Gene 27586
SNORD55,Gene 27587
SNORD56,Gene 27588
SNORD56B,Gene 27589
SNORD57,Gene 27590
SNORD58A,Gene 27591
SNORD58B,Gene 27592
SNORD58C,Gene 27593
SNORD59A,Gene 27594
SNORD59B,Gene 27595
SNORD6,Gene 27596
SNORD60,Gene 27597
SNORD61,Gene 27598
SNORD62B,Gene 27599
SNORD63,Gene 27600
SNORD64,Gene 27601
SNORD65,Gene 27602
SNORD66,Gene 27603
SNORD67,Gene 27604
SNORD68,Gene 27605
SNORD69,Gene 27606
SNORD7,Gene 27607
SNORD70,Gene 27608
SNORD71,Gene 27609
SNORD72,Gene 27610
SNORD73A,Gene 27611
SNORD74,Gene 27612
SNORD76,Gene 27613
SNORD77,Gene 27614
SNORD78,Gene 27615
SNORD79,Gene 27616
SNORD8,Gene 27617
SNORD80,Gene 27618
SNORD83A,Gene 27619
SNORD83B,Gene 27620
SNORD84,Gene 27621
SNORD85,Gene 27622
SNORD87,Gene 27623
SNORD88B,Gene 27624
SNORD88C,Gene 27625
SNORD89,Gene 27626
SNORD9,Gene 27627
SNORD90,Gene 27628
SNORD91A,Gene 27629
SNORD91B,Gene 27630
SNORD92,Gene 27631
SNORD93,Gene 27632
SNORD94,Gene 27633
SNORD95,Gene 27634
SNORD96A,Gene 27635
SNORD96B,Gene 27636
SNORD97,Gene 27637
SNORD98,Gene 27638
SNORD99,Gene 27639
SNPH,Gene 27640
SNRK,Gene 27641
SNRNP200,Gene 27642
SNRNP25,Gene 27643
SNRNP27,Gene 27644
SNRNP35,Gene 27645
SNRNP40,Gene 27646
SNRNP48,Gene 27647
SNRNP70,Gene 27648
SNRP70,Gene 27649
SNRPA,Gene 27650
SNRPA1,Gene 27651
SNRPB,Gene 27652
SNRPB2,Gene 27653
SNRPC,Gene 27654
SNRPD1,Gene 27655
SNRPD2,Gene 27656
SNRPD3,Gene 27657
SNRPE,Gene 27658
SNRPF,Gene 27659
SNRPG,Gene 27660
SNRPN,Gene 27661
SNTA1,Gene 27662
SNTB1,Gene 27663
SNTB2,Gene 27664
SNTG1,Gene 27665
SNTG2,Gene 27666
SNTN,Gene 27667
SNUPN,Gene 27668
SNURF,Gene 27669
SNW1,Gene 27670
SNX1,Gene 27671
SNX10,Gene 27672
SNX11,Gene 27673
SNX12,Gene 27674
SNX13,Gene 27675
SNX14,Gene 27676
SNX15,Gene 27677
SNX16,Gene 27678
SNX17,Gene 27679
SNX18,Gene 27680
SNX19,Gene 27681
SNX2,Gene 27682
SNX20,Gene 27683
SNX21,Gene 27684
SNX22,Gene 27685
SNX24,Gene 27686
SNX25,Gene 27687
SNX26,Gene 27688
SNX27,Gene 27689
SNX29,Gene 27690
SNX3,Gene 27691
SNX30,Gene 27692
SNX31,Gene 27693
SNX32,Gene 27694
SNX33,Gene 27695
SNX4,Gene 27696
SNX5,Gene 27697
SNX6,Gene 27698
SNX7,Gene 27699
SNX8,Gene 27700
SNX9,Gene 27701
SOAT1,Gene 27702
SOAT2,Gene 27703
SOBP,Gene 27704
SOCS1,Gene 27705
SOCS2,Gene 27706
SOCS3,Gene 27707
SOCS4,Gene 27708
SOCS5,Gene 27709
SOCS6,Gene 27710
SOCS7,Gene 27711
SOD1,Gene 27712
SOD2,Gene 27713
SOD3,Gene 27714
SOHLH1,Gene 27715
SOHLH2,Gene 27716
SOLH,Gene 27717
SON,Gene 27718
SORBS1,Gene 27719
SORBS2,Gene 27720
SORBS3,Gene 27721
SORCS1,Gene 27722
SORCS2,Gene 27723
SORCS3,Gene 27724
SORD,Gene 27725
SORL1,Gene 27726
SORT1,Gene 27727
SOS1,Gene 27728
SOS2,Gene 27729
SOST,Gene 27730
SOSTDC1,Gene 27731
SOX1,Gene 27732
SOX10,Gene 27733
SOX11,Gene 27734
SOX12,Gene 27735
SOX13,Gene 27736
SOX14,Gene 27737
SOX15,Gene 27738
SOX17,Gene 27739
SOX18,Gene 27740
SOX2,Gene 27741
SOX21,Gene 27742
SOX2OT,Gene 27743
SOX3,Gene 27744
SOX30,Gene 27745
SOX4,Gene 27746
SOX5,Gene 27747
SOX6,Gene 27748
SOX7,Gene 27749
SOX8,Gene 27750
SOX9,Gene 27751
SP1,Gene 27752
SP100,Gene 27753
SP110,Gene 27754
SP140,Gene 27755
SP140L,Gene 27756
SP2,Gene 27757
SP3,Gene 27758
SP4,Gene 27759
SP5,Gene 27760
SP6,Gene 27761
SP7,Gene 27762
SP8,Gene 27763
SPA17,Gene 27764
SPACA1,Gene 27765
SPACA3,Gene 27766
SPACA4,Gene 27767
SPACA5,Gene 27768
SPACA5B,Gene 27769
SPAG1,Gene 27770
SPAG11A,Gene 27771
SPAG11B,Gene 27772
SPAG16,Gene 27773
SPAG17,Gene 27774
SPAG4,Gene 27775
SPAG4L,Gene 27776
SPAG5,Gene 27777
SPAG6,Gene 27778
SPAG7,Gene 27779
SPAG8,Gene 27780
SPAG9,Gene 27781
SPAM1,Gene 27782
SPANXA1,Gene 27783
SPANXA2,Gene 27784
SPANXB1,Gene 27785
SPANXB2,Gene 27786
SPANXC,Gene 27787
SPANXD,Gene 27788
SPANXE,Gene 27789
SPANXF1,Gene 27790
SPANXN1,Gene 27791
SPANXN2,Gene 27792
SPANXN3,Gene 27793
SPANXN4,Gene 27794
SPANXN5,Gene 27795
SPARC,Gene 27796
SPARCL1,Gene 27797
SPAST,Gene 27798
SPATA1,Gene 27799
SPATA12,Gene 27800
SPATA13,Gene 27801
SPATA16,Gene 27802
SPATA17,Gene 27803
SPATA18,Gene 27804
SPATA19,Gene 27805
SPATA2,Gene 27806
SPATA20,Gene 27807
SPATA21,Gene 27808
SPATA22,Gene 27809
SPATA2L,Gene 27810
SPATA3,Gene 27811
SPATA4,Gene 27812
SPATA5,Gene 27813
SPATA5L1,Gene 27814
SPATA6,Gene 27815
SPATA7,Gene 27816
SPATA8,Gene 27817
SPATA9,Gene 27818
SPATC1,Gene 27819
SPATS1,Gene 27820
SPATS2,Gene 27821
SPATS2L,Gene 27822
SPC24,Gene 27823
SPC25,Gene 27824
SPCS1,Gene 27825
SPCS2,Gene 27826
SPCS3,Gene 27827
SPDEF,Gene 27828
SPDYA,Gene 27829
SPDYC,Gene 27830
SPDYE1,Gene 27831
SPEF1,Gene 27832
SPEF2,Gene 27833
SPEG,Gene 27834
SPEM1,Gene 27835
SPEN,Gene 27836
SPERT,Gene 27837
SPESP1,Gene 27838
SPG11,Gene 27839
SPG20,Gene 27840
SPG21,Gene 27841
SPG3A,Gene 27842
SPG7,Gene 27843
SPHAR,Gene 27844
SPHK1,Gene 27845
SPHK2,Gene 27846
SPHKAP,Gene 27847
SPI1,Gene 27848
SPIB,Gene 27849
SPIC,Gene 27850
SPIN1,Gene 27851
SPIN2A,Gene 27852
SPIN2B,Gene 27853
SPIN3,Gene 27854
SPIN4,Gene 27855
SPINK1,Gene 27856
SPINK2,Gene 27857
SPINK4,Gene 27858
SPINK5,Gene 27859
SPINK5L2,Gene 27860
SPINK5L3,Gene 27861
SPINK6,Gene 27862
SPINK7,Gene 27863
SPINK8,Gene 27864
SPINK9,Gene 27865
SPINLW1,Gene 27866
SPINT1,Gene 27867
SPINT2,Gene 27868
SPINT3,Gene 27869
SPINT4,Gene 27870
SPIRE1,Gene 27871
SPIRE2,Gene 27872
SPN,Gene 27873
SPNS1,Gene 27874
SPNS2,Gene 27875
SPNS3,Gene 27876
SPO11,Gene 27877
SPOCD1,Gene 27878
SPOCK1,Gene 27879
SPOCK2,Gene 27880
SPOCK3,Gene 27881
SPON1,Gene 27882
SPON2,Gene 27883
SPOP,Gene 27884
SPOPL,Gene 27885
SPP1,Gene 27886
SPP2,Gene 27887
SPPL2A,Gene 27888
SPPL2B,Gene 27889
SPPL3,Gene 27890
SPR,Gene 27891
SPRED1,Gene 27892
SPRED2,Gene 27893
SPRED3,Gene 27894
SPRN,Gene 27895
SPRR1A,Gene 27896
SPRR1B,Gene 27897
SPRR2A,Gene 27898
SPRR2B,Gene 27899
SPRR2C,Gene 27900
SPRR2D,Gene 27901
SPRR2E,Gene 27902
SPRR2F,Gene 27903
SPRR2G,Gene 27904
SPRR3,Gene 27905
SPRR4,Gene 27906
SPRY1,Gene 27907
SPRY2,Gene 27908
SPRY3,Gene 27909
SPRY4,Gene 27910
SPRYD3,Gene 27911
SPRYD4,Gene 27912
SPRYD5,Gene 27913
SPSB1,Gene 27914
SPSB2,Gene 27915
SPSB3,Gene 27916
SPSB4,Gene 27917
SPTA1,Gene 27918
SPTAN1,Gene 27919
SPTB,Gene 27920
SPTBN1,Gene 27921
SPTBN2,Gene 27922
SPTBN4,Gene 27923
SPTBN5,Gene 27924
SPTLC1,Gene 27925
SPTLC2,Gene 27926
SPTLC3,Gene 27927
SPTY2D1,Gene 27928
SPZ1,Gene 27929
SQLE,Gene 27930
SQRDL,Gene 27931
SQSTM1,Gene 27932
SR140,Gene 27933
SRA1,Gene 27934
SRBD1,Gene 27935
SRC,Gene 27936
SRCAP,Gene 27937
SRCRB4D,Gene 27938
SRD5A1,Gene 27939
SRD5A2,Gene 27940
SRD5A2L2,Gene 27941
SRD5A3,Gene 27942
SREBF1,Gene 27943
SREBF2,Gene 27944
SRF,Gene 27945
SRFBP1,Gene 27946
SRGAP1,Gene 27947
SRGAP2,Gene 27948
SRGAP2L,Gene 27949
SRGAP3,Gene 27950
SRGN,Gene 27951
SRI,Gene 27952
SRL,Gene 27953
SRM,Gene 27954
SRMS,Gene 27955
SRP14,Gene 27956
SRP14P1,Gene 27957
SRP19,Gene 27958
SRP54,Gene 27959
SRP68,Gene 27960
SRP72,Gene 27961
SRP9,Gene 27962
SRPK1,Gene 27963
SRPK2,Gene 27964
SRPK3,Gene 27965
SRPR,Gene 27966
SRPRB,Gene 27967
SRPX,Gene 27968
SRPX2,Gene 27969
SRR,Gene 27970
SRRD,Gene 27971
SRRM1,Gene 27972
SRRM1L,Gene 27973
SRRM2,Gene 27974
SRRM4,Gene 27975
SRRM5,Gene 27976
SRXN1,Gene 27977
SRY,Gene 27978
SS18,Gene 27979
SS18L1,Gene 27980
SS18L2,Gene 27981
SSB,Gene 27982
SSBP1,Gene 27983
SSBP2,Gene 27984
SSBP3,Gene 27985
SSBP4,Gene 27986
SSFA2,Gene 27987
SSH1,Gene 27988
SSH2,Gene 27989
SSH3,Gene 27990
SSNA1,Gene 27991
SSPN,Gene 27992
SSPO,Gene 27993
SSR1,Gene 27994
SSR2,Gene 27995
SSR3,Gene 27996
SSR4,Gene 27997
SSRP1,Gene 27998
SSSCA1,Gene 27999
SST,Gene 28000
SSTR1,Gene 28001
SSTR2,Gene 28002
SSTR3,Gene 28003
SSTR4,Gene 28004
SSTR5,Gene 28005
SSU72,Gene 28006
SSX1,Gene 28007
SSX2,Gene 28008
SSX2IP,Gene 28009
SSX3,Gene 28010
SSX4,Gene 28011
SSX4B,Gene 28012
SSX5,Gene 28013
SSX6,Gene 28014
SSX7,Gene 28015
SSX8,Gene 28016
SSX9,Gene 28017
ST13,Gene 28018
ST14,Gene 28019
ST18,Gene 28020
ST20,Gene 28021
ST3GAL1,Gene 28022
ST3GAL2,Gene 28023
ST3GAL3,Gene 28024
ST3GAL4,Gene 28025
ST3GAL5,Gene 28026
ST3GAL6,Gene 28027
ST5,Gene 28028
ST6GAL1,Gene 28029
ST6GAL2,Gene 28030
ST6GALNAC1,Gene 28031
ST6GALNAC2,Gene 28032
ST6GALNAC3,Gene 28033
ST6GALNAC4,Gene 28034
ST6GALNAC5,Gene 28035
ST6GALNAC6,Gene 28036
ST7,Gene 28037
ST7L,Gene 28038
ST7OT1,Gene 28039
ST7OT2,Gene 28040
ST7OT3,Gene 28041
ST7OT4,Gene 28042
ST8SIA1,Gene 28043
ST8SIA2,Gene 28044
ST8SIA3,Gene 28045
ST8SIA4,Gene 28046
ST8SIA5,Gene 28047
ST8SIA6,Gene 28048
STAB1,Gene 28049
STAB2,Gene 28050
STAC,Gene 28051
STAC2,Gene 28052
STAC3,Gene 28053
STAG1,Gene 28054
STAG2,Gene 28055
STAG3,Gene 28056
STAG3L1,Gene 28057
STAG3L2,Gene 28058
STAG3L3,Gene 28059
STAG3L4,Gene 28060
STAM,Gene 28061
STAM2,Gene 28062
STAMBP,Gene 28063
STAMBPL1,Gene 28064
STAP1,Gene 28065
STAP2,Gene 28066
STAR,Gene 28067
STARD10,Gene 28068
STARD13,Gene 28069
STARD3,Gene 28070
STARD3NL,Gene 28071
STARD4,Gene 28072
STARD5,Gene 28073
STARD6,Gene 28074
STARD7,Gene 28075
STARD8,Gene 28076
STARD9,Gene 28077
STAT1,Gene 28078
STAT2,Gene 28079
STAT3,Gene 28080
STAT4,Gene 28081
STAT5A,Gene 28082
STAT5B,Gene 28083
STAT6,Gene 28084
STATH,Gene 28085
STAU1,Gene 28086
STAU2,Gene 28087
STBD1,Gene 28088
STC1,Gene 28089
STC2,Gene 28090
STEAP1,Gene 28091
STEAP2,Gene 28092
STEAP3,Gene 28093
STEAP4,Gene 28094
STELLAR,Gene 28095
STGC3,Gene 28096
STH,Gene 28097
STIL,Gene 28098
STIM1,Gene 28099
STIM2,Gene 28100
STIP1,Gene 28101
STK10,Gene 28102
STK11,Gene 28103
STK11IP,Gene 28104
STK16,Gene 28105
STK17A,Gene 28106
STK17B,Gene 28107
STK19,Gene 28108
STK24,Gene 28109
STK25,Gene 28110
STK3,Gene 28111
STK31,Gene 28112
STK32A,Gene 28113
STK32B,Gene 28114
STK32C,Gene 28115
STK33,Gene 28116
STK35,Gene 28117
STK36,Gene 28118
STK38,Gene 28119
STK38L,Gene 28120
STK39,Gene 28121
STK4,Gene 28122
STK40,Gene 28123
STMN1,Gene 28124
STMN2,Gene 28125
STMN3,Gene 28126
STMN4,Gene 28127
STOM,Gene 28128
STOML1,Gene 28129
STOML2,Gene 28130
STOML3,Gene 28131
STON1,Gene 28132
STON1-GTF2A1L,Gene 28133
STON2,Gene 28134
STOX1,Gene 28135
STOX2,Gene 28136
STRA13,Gene 28137
STRA6,Gene 28138
STRA8,Gene 28139
STRADA,Gene 28140
STRADB,Gene 28141
STRAP,Gene 28142
STRBP,Gene 28143
STRC,Gene 28144
STRN,Gene 28145
STRN3,Gene 28146
STRN4,Gene 28147
STS,Gene 28148
STS-1,Gene 28149
STT3A,Gene 28150
STT3B,Gene 28151
STUB1,Gene 28152
STX10,Gene 28153
STX11,Gene 28154
STX12,Gene 28155
STX16,Gene 28156
STX17,Gene 28157
STX18,Gene 28158
STX19,Gene 28159
STX1A,Gene 28160
STX1B,Gene 28161
STX2,Gene 28162
STX3,Gene 28163
STX4,Gene 28164
STX5,Gene 28165
STX6,Gene 28166
STX7,Gene 28167
STX8,Gene 28168
STXBP1,Gene 28169
STXBP2,Gene 28170
STXBP3,Gene 28171
STXBP4,Gene 28172
STXBP5,Gene 28173
STXBP5L,Gene 28174
STXBP6,Gene 28175
STYK1,Gene 28176
STYX,Gene 28177
STYXL1,Gene 28178
SUB1,Gene 28179
SUCLA2,Gene 28180
SUCLG1,Gene 28181
SUCLG2,Gene 28182
SUCNR1,Gene 28183
SUDS3,Gene 28184
SUFU,Gene 28185
SUGT1,Gene 28186
SUGT1L1,Gene 28187
SUGT1P,Gene 28188
SULF1,Gene 28189
SULF2,Gene 28190
SULT1A1,Gene 28191
SULT1A2,Gene 28192
SULT1A3,Gene 28193
SULT1A4,Gene 28194
SULT1B1,Gene 28195
SULT1C2,Gene 28196
SULT1C3,Gene 28197
SULT1C4,Gene 28198
SULT1E1,Gene 28199
SULT2A1,Gene 28200
SULT2B1,Gene 28201
SULT4A1,Gene 28202
SULT6B1,Gene 28203
SUMF1,Gene 28204
SUMF2,Gene 28205
SUMO1,Gene 28206
SUMO1P1,Gene 28207
SUMO1P3,Gene 28208
SUMO2,Gene 28209
SUMO3,Gene 28210
SUMO4,Gene 28211
SUNC1,Gene 28212
SUOX,Gene 28213
SUPT16H,Gene 28214
SUPT3H,Gene 28215
SUPT4H1,Gene 28216
SUPT5H,Gene 28217
SUPT6H,Gene 28218
SUPT7L,Gene 28219
SUPV3L1,Gene 28220
SURF1,Gene 28221
SURF2,Gene 28222
SURF4,Gene 28223
SURF6,Gene 28224
SUSD1,Gene 28225
SUSD2,Gene 28226
SUSD3,Gene 28227
SUSD4,Gene 28228
SUSD5,Gene 28229
SUV39H1,Gene 28230
SUV39H2,Gene 28231
SUV420H1,Gene 28232
SUV420H2,Gene 28233
SUZ12,Gene 28234
SUZ12P,Gene 28235
SV2A,Gene 28236
SV2B,Gene 28237
SV2C,Gene 28238
SVEP1,Gene 28239
SVIL,Gene 28240
SVIP,Gene 28241
SVOP,Gene 28242
SVOPL,Gene 28243
SWAP70,Gene 28244
SYAP1,Gene 28245
SYCE1,Gene 28246
SYCE1L,Gene 28247
SYCE2,Gene 28248
SYCN,Gene 28249
SYCP1,Gene 28250
SYCP2,Gene 28251
SYCP2L,Gene 28252
SYCP3,Gene 28253
SYDE1,Gene 28254
SYDE2,Gene 28255
SYF2,Gene 28256
SYK,Gene 28257
SYMPK,Gene 28258
SYN1,Gene 28259
SYN2,Gene 28260
SYN3,Gene 28261
SYNC,Gene 28262
SYNC1,Gene 28263
SYNCRIP,Gene 28264
SYNE1,Gene 28265
SYNE2,Gene 28266
SYNGAP1,Gene 28267
SYNGR1,Gene 28268
SYNGR2,Gene 28269
SYNGR3,Gene 28270
SYNGR4,Gene 28271
SYNJ1,Gene 28272
SYNJ2,Gene 28273
SYNJ2BP,Gene 28274
SYNM,Gene 28275
SYNPO,Gene 28276
SYNPO2,Gene 28277
SYNPO2L,Gene 28278
SYNPR,Gene 28279
SYP,Gene 28280
SYPL1,Gene 28281
SYPL2,Gene 28282
SYS1,Gene 28283
SYT1,Gene 28284
SYT10,Gene 28285
SYT11,Gene 28286
SYT12,Gene 28287
SYT13,Gene 28288
SYT14,Gene 28289
SYT14L,Gene 28290
SYT15,Gene 28291
SYT16,Gene 28292
SYT17,Gene 28293
SYT2,Gene 28294
SYT3,Gene 28295
SYT4,Gene 28296
SYT5,Gene 28297
SYT6,Gene 28298
SYT7,Gene 28299
SYT8,Gene 28300
SYT9,Gene 28301
SYTL1,Gene 28302
SYTL2,Gene 28303
SYTL3,Gene 28304
SYTL4,Gene 28305
SYTL5,Gene 28306
SYVN1,Gene 28307
T,Gene 28308
T1560,Gene 28309
TAAR1,Gene 28310
TAAR2,Gene 28311
TAAR3,Gene 28312
TAAR5,Gene 28313
TAAR6,Gene 28314
TAAR8,Gene 28315
TAAR9,Gene 28316
TAC1,Gene 28317
TAC3,Gene 28318
TAC4,Gene 28319
TACC1,Gene 28320
TACC2,Gene 28321
TACC3,Gene 28322
TACO1,Gene 28323
TACR1,Gene 28324
TACR2,Gene 28325
TACR3,Gene 28326
TACSTD1,Gene 28327
TACSTD2,Gene 28328
TADA1L,Gene 28329
TADA2A,Gene 28330
TADA2B,Gene 28331
TADA3,Gene 28332
TAF1,Gene 28333
TAF10,Gene 28334
TAF11,Gene 28335
TAF12,Gene 28336
TAF13,Gene 28337
TAF15,Gene 28338
TAF1A,Gene 28339
TAF1B,Gene 28340
TAF1C,Gene 28341
TAF1D,Gene 28342
TAF1L,Gene 28343
TAF2,Gene 28344
TAF3,Gene 28345
TAF4,Gene 28346
TAF4B,Gene 28347
TAF5,Gene 28348
TAF5L,Gene 28349
TAF6,Gene 28350
TAF6L,Gene 28351
TAF7,Gene 28352
TAF7L,Gene 28353
TAF8,Gene 28354
TAF9,Gene 28355
TAF9B,Gene 28356
TAF9L,Gene 28357
TAGAP,Gene 28358
TAGLN,Gene 28359
TAGLN2,Gene 28360
TAGLN3,Gene 28361
tAKR,Gene 28362
TAL1,Gene 28363
TAL2,Gene 28364
TALDO1,Gene 28365
TANC1,Gene 28366
TANC2,Gene 28367
TANK,Gene 28368
TAOK1,Gene 28369
TAOK2,Gene 28370
TAOK3,Gene 28371
TAP1,Gene 28372
TAP2,Gene 28373
TAPBP,Gene 28374
TAPBPL,Gene 28375
TAPT1,Gene 28376
TARBP1,Gene 28377
TARBP2,Gene 28378
TARDBP,Gene 28379
TARP,Gene 28380
TARS,Gene 28381
TARS2,Gene 28382
TARSL2,Gene 28383
TAS1R1,Gene 28384
TAS1R2,Gene 28385
TAS1R3,Gene 28386
TAS2R1,Gene 28387
TAS2R10,Gene 28388
TAS2R13,Gene 28389
TAS2R14,Gene 28390
TAS2R16,Gene 28391
TAS2R19,Gene 28392
TAS2R3,Gene 28393
TAS2R30,Gene 28394
TAS2R31,Gene 28395
TAS2R38,Gene 28396
TAS2R39,Gene 28397
TAS2R4,Gene 28398
TAS2R40,Gene 28399
TAS2R41,Gene 28400
TAS2R42,Gene 28401
TAS2R43,Gene 28402
TAS2R45,Gene 28403
TAS2R46,Gene 28404
TAS2R49,Gene 28405
TAS2R5,Gene 28406
TAS2R50,Gene 28407
TAS2R60,Gene 28408
TAS2R7,Gene 28409
TAS2R8,Gene 28410
TAS2R9,Gene 28411
TASP1,Gene 28412
TAT,Gene 28413
TATDN1,Gene 28414
TATDN2,Gene 28415
TATDN3,Gene 28416
TAX1BP1,Gene 28417
TAX1BP3,Gene 28418
TAZ,Gene 28419
TBC1D1,Gene 28420
TBC1D10A,Gene 28421
TBC1D10B,Gene 28422
TBC1D10C,Gene 28423
TBC1D12,Gene 28424
TBC1D13,Gene 28425
TBC1D14,Gene 28426
TBC1D15,Gene 28427
TBC1D16,Gene 28428
TBC1D17,Gene 28429
TBC1D19,Gene 28430
TBC1D2,Gene 28431
TBC1D20,Gene 28432
TBC1D21,Gene 28433
TBC1D22A,Gene 28434
TBC1D22B,Gene 28435
TBC1D23,Gene 28436
TBC1D24,Gene 28437
TBC1D25,Gene 28438
TBC1D26,Gene 28439
TBC1D28,Gene 28440
TBC1D29,Gene 28441
TBC1D2B,Gene 28442
TBC1D3,Gene 28443
TBC1D3B,Gene 28444
TBC1D3C,Gene 28445
TBC1D3E,Gene 28446
TBC1D3F,Gene 28447
TBC1D3G,Gene 28448
TBC1D3H,Gene 28449
TBC1D3I,Gene 28450
TBC1D4,Gene 28451
TBC1D5,Gene 28452
TBC1D7,Gene 28453
TBC1D8,Gene 28454
TBC1D8B,Gene 28455
TBC1D9,Gene 28456
TBC1D9B,Gene 28457
TBCA,Gene 28458
TBCB,Gene 28459
TBCC,Gene 28460
TBCCD1,Gene 28461
TBCD,Gene 28462
TBCE,Gene 28463
TBCEL,Gene 28464
TBK1,Gene 28465
TBKBP1,Gene 28466
TBL1X,Gene 28467
TBL1XR1,Gene 28468
TBL1Y,Gene 28469
TBL2,Gene 28470
TBL3,Gene 28471
TBN,Gene 28472
TBP,Gene 28473
TBPL1,Gene 28474
TBPL2,Gene 28475
TBR1,Gene 28476
TBRG1,Gene 28477
TBRG4,Gene 28478
TBX1,Gene 28479
TBX10,Gene 28480
TBX15,Gene 28481
TBX18,Gene 28482
TBX19,Gene 28483
TBX2,Gene 28484
TBX20,Gene 28485
TBX21,Gene 28486
TBX22,Gene 28487
TBX3,Gene 28488
TBX4,Gene 28489
TBX5,Gene 28490
TBX6,Gene 28491
TBXA2R,Gene 28492
TBXAS1,Gene 28493
TC2N,Gene 28494
TCAM1,Gene 28495
TCAP,Gene 28496
TCBA1,Gene 28497
TCEA1,Gene 28498
TCEA2,Gene 28499
TCEA3,Gene 28500
TCEAL1,Gene 28501
TCEAL2,Gene 28502
TCEAL3,Gene 28503
TCEAL4,Gene 28504
TCEAL5,Gene 28505
TCEAL6,Gene 28506
TCEAL7,Gene 28507
TCEAL8,Gene 28508
TCEANC,Gene 28509
TCEB1,Gene 28510
TCEB1P3,Gene 28511
TCEB2,Gene 28512
TCEB3,Gene 28513
TCEB3B,Gene 28514
TCEB3C,Gene 28515
TCEB3CL,Gene 28516
TCEB3CL2,Gene 28517
TCERG1,Gene 28518
TCERG1L,Gene 28519
TCF1,Gene 28520
TCF12,Gene 28521
TCF15,Gene 28522
TCF19,Gene 28523
TCF2,Gene 28524
TCF20,Gene 28525
TCF21,Gene 28526
TCF23,Gene 28527
TCF25,Gene 28528
TCF3,Gene 28529
TCF4,Gene 28530
TCF7,Gene 28531
TCF7L1,Gene 28532
TCF7L2,Gene 28533
TCFL5,Gene 28534
TCHH,Gene 28535
TCHHL1,Gene 28536
TCHP,Gene 28537
TCIRG1,Gene 28538
TCL1A,Gene 28539
TCL1B,Gene 28540
TCL6,Gene 28541
TCN1,Gene 28542
TCN2,Gene 28543
TCOF1,Gene 28544
TCP1,Gene 28545
TCP10,Gene 28546
TCP10L,Gene 28547
TCP10L2,Gene 28548
TCP11,Gene 28549
TCP11L1,Gene 28550
TCP11L2,Gene 28551
TCTA,Gene 28552
TCTE1,Gene 28553
TCTE3,Gene 28554
TCTEX1D1,Gene 28555
TCTEX1D2,Gene 28556
TCTEX1D4,Gene 28557
TCTN1,Gene 28558
TCTN2,Gene 28559
TCTN3,Gene 28560
TDG,Gene 28561
TDGF1,Gene 28562
